Date,Open,High,Low,Close,Adj Close,Volume
2010-08-09,22.200000762939453,22.200000762939453,22.149999618530273,22.200000762939453,18.135150909423828,1900
2010-08-10,23.350000381469727,23.350000381469727,23.350000381469727,23.350000381469727,19.074583053588867,300
2010-08-11,24.549999237060547,24.549999237060547,22.200000762939453,23.899999618530273,19.523876190185547,5300
2010-08-12,21.350000381469727,23.5,21.350000381469727,21.5,17.563318252563477,500
2010-08-13,20.5,20.5,20.5,20.5,16.746421813964844,1
2010-08-16,20.75,20.75,20.600000381469727,20.600000381469727,16.828113555908203,2
2010-08-17,19.700000762939453,19.700000762939453,19.700000762939453,19.700000762939453,16.092905044555664,1
2010-08-18,20.700000762939453,20.700000762939453,20.700000762939453,20.700000762939453,16.909801483154297,0
2010-08-19,20.700000762939453,20.700000762939453,20.700000762939453,20.700000762939453,16.909801483154297,2
2010-08-20,21.75,21.75,21.75,21.75,17.767545700073242,100
2010-08-23,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,18.625288009643555,100
2010-08-24,23.950000762939453,23.950000762939453,23.950000762939453,23.950000762939453,19.56472396850586,100
2010-08-25,25.149999618530273,25.149999618530273,23.600000381469727,25.0,20.422468185424805,1100
2010-08-26,25.549999237060547,25.549999237060547,25.549999237060547,25.549999237060547,20.87175941467285,52
2010-08-27,26.75,26.75,26.0,26.0,21.23936653137207,300
2010-08-30,27.149999618530273,27.149999618530273,25.200000762939453,26.149999618530273,21.361900329589844,2200
2010-08-31,26.5,26.5,24.600000381469727,26.399999618530273,21.56612205505371,1100
2010-09-01,27.0,27.0,27.0,27.0,22.056262969970703,41
2010-09-02,27.0,27.850000381469727,27.0,27.0,22.056262969970703,0
2010-09-03,28.200000762939453,28.200000762939453,26.0,26.5,21.647815704345703,47
2010-09-06,25.5,27.799999237060547,25.5,27.0,22.056262969970703,1000
2010-09-07,28.350000381469727,28.399999618530273,28.200000762939453,28.399999618530273,23.199920654296875,100
2010-09-08,26.899999618530273,28.799999237060547,26.899999618530273,26.899999618530273,22.77656364440918,0
2010-09-09,28.75,28.75,28.5,28.5,24.131305694580078,1100
2010-09-13,29.950000762939453,29.950000762939453,29.5,29.950000762939453,25.359037399291992,1300
2010-09-14,29.5,31.450000762939453,29.5,31.450000762939453,26.629106521606445,400
2010-09-15,30.049999237060547,30.049999237060547,30.0,30.0,25.40137481689453,600
2010-09-16,30.5,30.5,30.5,30.5,25.824729919433594,1
2010-09-17,29.0,29.0,29.0,29.0,24.55466079711914,100
2010-09-20,29.0,29.0,27.549999237060547,28.899999618530273,24.469985961914062,900
2010-09-21,27.600000381469727,27.600000381469727,27.600000381469727,27.600000381469727,23.369266510009766,600
2010-09-22,27.5,27.5,27.0,27.149999618530273,22.988243103027344,200
2010-09-23,26.100000381469727,27.5,26.100000381469727,27.5,23.284591674804688,600
2010-09-24,26.25,28.0,26.149999618530273,28.0,23.707950592041016,1500
2010-09-27,27.799999237060547,28.799999237060547,27.799999237060547,28.799999237060547,24.385318756103516,700
2010-09-28,28.5,28.5,28.5,28.5,24.131305694580078,0
2010-09-29,28.5,28.5,28.5,28.5,24.131305694580078,100
2010-09-30,27.100000381469727,28.0,27.100000381469727,27.100000381469727,22.94590950012207,0
2010-10-01,27.200000762939453,28.0,27.200000762939453,28.0,23.707950592041016,2200
2010-10-04,27.100000381469727,28.5,27.100000381469727,28.299999237060547,23.96196174621582,600
2010-10-05,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,23.03057861328125,5
2010-10-06,28.0,28.5,26.850000381469727,26.850000381469727,22.734230041503906,200
2010-10-07,27.0,28.5,27.0,27.0,22.861236572265625,0
2010-10-08,26.299999237060547,28.5,26.299999237060547,26.299999237060547,22.268537521362305,0
2010-10-11,26.5,26.5,26.5,26.5,22.437881469726562,50
2010-10-12,25.700000762939453,25.700000762939453,25.700000762939453,25.700000762939453,21.760513305664062,50
2010-10-13,27.0,27.0,27.0,27.0,22.861236572265625,1500
2010-10-14,26.299999237060547,28.350000381469727,26.299999237060547,26.299999237060547,22.268537521362305,0
2010-10-15,26.200000762939453,26.200000762939453,26.200000762939453,26.200000762939453,22.183866500854492,0
2010-10-18,27.5,27.5,26.0,26.0,22.014524459838867,5
2010-10-19,28.100000381469727,28.100000381469727,27.0,27.0,22.861236572265625,900
2010-10-20,27.100000381469727,28.350000381469727,27.0,27.0,22.861236572265625,600
2010-10-21,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,23.115251541137695,500
