Date,Open,High,Low,Close,Adj Close,Volume
2015-06-30,11.005000114440918,11.300000190734863,11.005000114440918,11.199999809265137,10.470499992370605,3708620
2015-07-01,11.202500343322754,11.364999771118164,11.202500343322754,11.274999618530273,10.54061508178711,2062660
2015-07-02,11.2524995803833,11.295000076293945,11.237500190734863,11.244999885559082,10.512568473815918,2542340
2015-07-03,11.350000381469727,11.350000381469727,11.100000381469727,11.300000190734863,10.563985824584961,2132440
2015-07-06,11.149999618530273,11.520000457763672,11.045000076293945,11.454999923706055,10.708891868591309,2388640
2015-07-07,11.53499984741211,11.572500228881836,11.180000305175781,11.220000267028809,10.489197731018066,2467700
2015-07-08,11.194999694824219,11.194999694824219,11.055000305175781,11.0600004196167,10.339619636535645,2087080
2015-07-09,11.077500343322754,11.100000381469727,10.787500381469727,10.867500305175781,10.15965747833252,3080660
2015-07-10,10.875,10.9350004196167,10.78499984741211,10.817500114440918,10.1129150390625,3246980
2015-07-13,10.84000015258789,10.859999656677246,10.505000114440918,10.7524995803833,10.05214786529541,3158860
2015-07-14,10.7524995803833,10.795000076293945,10.635000228881836,10.682499885559082,9.986708641052246,2340060
2015-07-15,10.699999809265137,10.795000076293945,10.65250015258789,10.760000228881836,10.059159278869629,2389680
2015-07-16,10.795000076293945,10.864999771118164,10.744999885559082,10.77750015258789,10.075520515441895,2964740
2015-07-17,10.755000114440918,10.8100004196167,10.725000381469727,10.792499542236328,10.0895414352417,2584160
2015-07-20,10.792499542236328,10.895000457763672,10.760000228881836,10.869999885559082,10.161994934082031,2519620
2015-07-21,10.869999885559082,10.895000457763672,10.755000114440918,10.832500457763672,10.126936912536621,2304720
2015-07-22,10.829999923706055,10.944999694824219,10.779999732971191,10.897500038146973,10.187704086303711,2856440
2015-07-23,10.96500015258789,10.970000267028809,10.880000114440918,10.920000076293945,10.20873737335205,3120080
2015-07-24,10.975000381469727,10.994999885559082,10.880000114440918,10.914999961853027,10.204063415527344,3717240
2015-07-27,10.899999618530273,10.987500190734863,10.824999809265137,10.829999923706055,10.124600410461426,2825680
2015-07-28,10.78499984741211,10.869999885559082,10.75,10.770000457763672,10.068511009216309,3309180
2015-07-29,10.802499771118164,10.925000190734863,10.800000190734863,10.880000114440918,10.171341896057129,3063280
2015-07-30,10.925000190734863,10.96500015258789,10.805000305175781,10.927499771118164,10.215747833251953,2719020
2015-07-31,10.994999885559082,11.199999809265137,10.904999732971191,11.172499656677246,10.492802619934082,2502640
2015-08-03,11.1899995803833,11.239999771118164,11.125,11.180000305175781,10.499847412109375,3090500
2015-08-04,11.220000267028809,11.282500267028809,11.0649995803833,11.100000381469727,10.424714088439941,3967600
2015-08-05,11.140000343322754,11.145000457763672,11.057499885559082,11.125,10.44819164276123,3591220
2015-08-06,11.1274995803833,11.1899995803833,11.082500457763672,11.164999961853027,10.485758781433105,3712480
2015-08-07,11.199999809265137,11.199999809265137,11.055000305175781,11.09000015258789,10.41532039642334,3618060
2015-08-10,11.050000190734863,11.192500114440918,11.042499542236328,11.175000190734863,10.495150566101074,4352280
2015-08-11,11.194999694824219,11.194999694824219,10.949999809265137,10.979999542236328,10.312015533447266,3412800
2015-08-12,10.994999885559082,11.045000076293945,10.800000190734863,10.845000267028809,10.185226440429688,3558620
2015-08-13,10.807499885559082,10.994999885559082,10.805000305175781,10.920000076293945,10.25566291809082,2666260
2015-08-14,10.845000267028809,11.194999694824219,10.762499809265137,11.170000076293945,10.490455627441406,3402580
2015-08-17,11.1850004196167,11.199999809265137,10.90250015258789,10.9375,10.272098541259766,3292580
2015-08-18,10.960000038146973,11.107500076293945,10.904999732971191,10.954999923706055,10.288535118103027,3945940
2015-08-19,10.994999885559082,11.047499656677246,10.805000305175781,10.862500190734863,10.20166301727295,3681740
2015-08-20,10.895000457763672,10.914999961853027,10.640000343322754,10.699999809265137,10.049047470092773,3371500
2015-08-21,10.702500343322754,10.71500015258789,10.475000381469727,10.6875,10.037308692932129,2637720
2015-08-24,10.27750015258789,10.345000267028809,10.0600004196167,10.085000038146973,9.471463203430176,2371220
2015-08-25,10.289999961853027,10.444999694824219,10.0,10.422499656677246,9.788431167602539,2254840
2015-08-26,10.25,10.422499656677246,10.25,10.257499694824219,9.633467674255371,2188360
2015-08-27,10.300000190734863,10.994999885559082,10.300000190734863,10.875,10.213400840759277,2345020
2015-08-28,10.989999771118164,11.095000267028809,10.760000228881836,10.942500114440918,10.2767972946167,4582260
2015-08-31,11.0,11.005000114440918,10.824999809265137,10.890000343322754,10.22748851776123,2198340
2015-09-01,10.850000381469727,10.944999694824219,10.649999618530273,10.787500381469727,10.131223678588867,3374720
2015-09-02,10.837499618530273,10.837499618530273,10.727499961853027,10.760000228881836,10.10539722442627,2758920
2015-09-03,10.797499656677246,10.949999809265137,10.75,10.927499771118164,10.262707710266113,2659480
2015-09-04,10.907500267028809,10.984999656677246,10.600000381469727,10.630000114440918,9.983305931091309,2050860
2015-09-07,10.600000381469727,10.664999961853027,10.357500076293945,10.470000267028809,9.833040237426758,2671200
2015-09-08,10.412500381469727,10.59749984741211,10.399999618530273,10.477499961853027,9.840083122253418,2508320
2015-09-09,10.550000190734863,10.734999656677246,10.53499984741211,10.699999809265137,10.049047470092773,2715040
2015-09-10,10.734999656677246,10.734999656677246,10.505000114440918,10.532500267028809,9.891737937927246,2551260
2015-09-11,10.592499732971191,10.645000457763672,10.5,10.555000305175781,9.912871360778809,3281620
2015-09-14,10.602499961853027,10.645000457763672,10.574999809265137,10.6274995803833,9.980958938598633,2734860
2015-09-15,10.637499809265137,10.640000343322754,10.354999542236328,10.5,9.861215591430664,2925220
