Date,Open,High,Low,Close,Adj Close,Volume
2015-05-14,600.0,622.9000244140625,586.0,597.2999877929688,456.7381286621094,5136316
2015-05-15,598.5,620.0,587.0499877929688,611.25,467.40521240234375,756299
2015-05-18,613.75,614.7999877929688,599.2999877929688,603.2999877929688,461.3261413574219,160874
2015-05-19,605.7999877929688,615.0,597.2000122070312,605.5999755859375,463.0848693847656,159117
2015-05-20,605.5,627.9500122070312,603.5,607.1500244140625,464.2701110839844,419781
2015-05-21,609.4000244140625,612.9000244140625,588.5,601.4500122070312,459.9114990234375,182439
2015-05-22,604.8499755859375,605.5,595.0,600.0,458.8027038574219,80077
2015-05-25,600.0,600.0,590.0,591.4000244140625,452.2265625,27146
2015-05-26,591.0999755859375,599.2000122070312,582.0999755859375,584.9500122070312,447.29443359375,41243
2015-05-27,582.9500122070312,595.9000244140625,567.2999877929688,586.0499877929688,448.135498046875,195021
2015-05-28,590.0,597.0999755859375,576.0,580.5,443.8916015625,37158
2015-05-29,580.0999755859375,600.0,580.0499877929688,586.4500122070312,448.44140625,82456
2015-06-01,585.5,589.0499877929688,578.5,585.0,447.33258056640625,61600
2015-06-02,585.5,589.0,555.0,562.25,429.9363708496094,86539
2015-06-03,564.0499877929688,565.7999877929688,522.9500122070312,535.9500122070312,409.8255310058594,96861
2015-06-04,536.0,556.5,536.0,553.4500122070312,423.2072448730469,96674
2015-06-05,554.9000244140625,578.5,548.0999755859375,574.5999755859375,439.3800048828125,78953
2015-06-08,560.2000122070312,580.0,553.0,553.75,423.4366455078125,67227
2015-06-09,556.9000244140625,563.0,530.0,560.9000244140625,428.904052734375,46995
2015-06-10,562.9000244140625,578.0,562.9000244140625,573.4500122070312,438.5007019042969,48951
2015-06-11,574.25,582.0,558.0,558.2999877929688,426.9159240722656,148281
2015-06-12,554.0,562.0,548.0,552.0,422.09844970703125,20792
2015-06-15,554.5,560.0999755859375,546.0,555.1500244140625,424.5072021484375,32017
2015-06-16,563.0,567.9500122070312,553.2000122070312,561.6500244140625,429.47760009765625,26809
